Unnamed: 0,Province or State,City,Latitude,Longitude,Postal code,Education,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Income_Class,CustomerTenure,Active_Client
12456,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Single,Star,2016-10-08,2021-12-31,3651.69,Standard,Zero Income,1910,Active
12457,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,College,0.0,Single,Star,2017-12-02,2021-12-31,3653.13,Standard,Zero Income,1490,Active
12458,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,62650.0,Married,Star,2021-02-11,2021-12-31,3657.59,2021 Promotion,Non-Zero Income,323,Active
12459,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Divorced,Star,2021-02-11,2021-12-31,3664.22,2021 Promotion,Zero Income,323,Active
12460,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,42460.0,Married,Star,2019-07-22,2021-12-31,3671.82,Standard,Non-Zero Income,893,Active
12461,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,42460.0,Married,Star,2019-06-30,2021-12-31,3671.82,Standard,Non-Zero Income,915,Active
12462,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,41185.0,Married,Star,2020-07-29,2021-06-07,3673.99,Standard,Non-Zero Income,313,Inactive
12463,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,32314.0,Married,Star,2015-07-13,2021-12-31,3677.78,2021 Promotion,Non-Zero Income,2363,Active
12464,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,31349.0,Married,Star,2019-10-28,2020-06-28,3677.91,Standard,Non-Zero Income,244,Inactive
12465,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,60804.0,Married,Star,2018-09-23,2021-12-31,3679.14,Standard,Non-Zero Income,1195,Active
12466,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,60804.0,Married,Star,2021-12-27,2021-12-31,3679.14,Standard,Non-Zero Income,4,Active
12467,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,College,0.0,Married,Star,2019-02-23,2021-12-31,3681.25,Standard,Zero Income,1042,Active
12468,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,College,0.0,Married,Star,2016-09-09,2021-12-31,3683.1,Standard,Zero Income,1939,Active
12469,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Master,12454.0,Married,Star,2017-04-17,2021-12-31,3683.47,Standard,Non-Zero Income,1719,Active
12470,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Bachelor,59016.0,Married,Star,2021-03-18,2021-12-31,3690.7,2021 Promotion,Non-Zero Income,288,Active
12471,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,37202.0,Married,Star,2016-11-12,2021-12-31,3691.77,Standard,Non-Zero Income,1875,Active
12472,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,College,0.0,Single,Star,2015-06-10,2021-12-31,3692.58,Standard,Zero Income,2396,Active
12473,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,College,0.0,Single,Star,2018-01-08,2018-09-08,3692.58,Standard,Zero Income,243,Inactive
12474,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,85871.0,Married,Star,2018-05-07,2019-01-07,3693.44,Standard,Non-Zero Income,245,Inactive
12475,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,87485.0,Divorced,Star,2017-03-05,2021-12-31,3694.15,Standard,Non-Zero Income,1762,Active
12476,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,College,0.0,Single,Star,2016-03-29,2021-02-03,3697.04,Standard,Zero Income,1772,Inactive
12477,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Master,17557.0,Married,Star,2019-07-06,2020-03-06,3700.39,Standard,Non-Zero Income,244,Inactive
12478,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,33738.0,Single,Star,2016-11-04,2021-12-31,3702.63,Standard,Non-Zero Income,1883,Active
12479,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Bachelor,84493.0,Married,Star,2018-09-08,2019-05-08,3705.29,Standard,Non-Zero Income,242,Inactive
12480,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,73205.0,Married,Star,2016-12-22,2020-08-29,3712.43,Standard,Non-Zero Income,1346,Inactive
12481,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Bachelor,73205.0,Married,Star,2018-11-22,2019-08-10,3712.43,Standard,Non-Zero Income,261,Inactive
12482,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,81190.0,Married,Star,2015-06-25,2021-12-31,3713.79,Standard,Non-Zero Income,2381,Active
12483,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,71333.0,Married,Star,2020-09-19,2021-12-31,3721.06,Standard,Non-Zero Income,468,Active
12484,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,71333.0,Married,Star,2018-12-10,2019-10-19,3721.06,Standard,Non-Zero Income,313,Inactive
12485,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,College,0.0,Single,Star,2017-01-01,2021-12-31,3728.83,Standard,Zero Income,1825,Active
12486,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,College,0.0,Single,Star,2020-10-11,2021-12-31,3728.87,Standard,Zero Income,446,Active
12487,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Bachelor,75132.0,Married,Star,2015-07-16,2021-12-31,3730.14,Standard,Non-Zero Income,2360,Active
12488,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Married,Star,2016-04-21,2021-12-31,3731.5,Standard,Zero Income,2080,Active
12489,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,College,0.0,Married,Star,2018-02-23,2021-12-31,3731.5,Standard,Zero Income,1407,Active
12490,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,College,0.0,Married,Star,2015-07-12,2021-12-31,3731.5,Standard,Zero Income,2364,Active
12491,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,College,0.0,Married,Star,2018-04-12,2021-12-31,3731.5,Standard,Zero Income,1359,Active
12492,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Married,Star,2021-08-10,2019-04-10,3731.5,Standard,Zero Income,-853,Inactive
12493,Alberta,Banff,51.178398,-115.5708,T4V 1D4,College,0.0,Married,Star,2016-06-10,2019-11-15,3731.5,Standard,Zero Income,1253,Inactive
12494,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,75774.0,Married,Star,2018-09-26,2021-12-31,3732.31,Standard,Non-Zero Income,1192,Active
12496,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,21542.0,Single,Star,2020-12-06,2021-12-31,3733.03,Standard,Non-Zero Income,390,Active
12497,Alberta,Banff,51.178398,-115.5708,T4V 1D4,College,0.0,Single,Star,2015-12-28,2021-12-31,3735.84,Standard,Zero Income,2195,Active
12498,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Married,Star,2021-09-16,2021-12-31,3740.4,Standard,Zero Income,106,Active
12499,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Doctor,13093.0,Divorced,Star,2019-01-15,2021-12-31,3741.57,Standard,Non-Zero Income,1081,Active
12500,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Single,Star,2016-07-04,2021-12-31,3742.58,Standard,Zero Income,2006,Active
12501,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Single,Star,2021-09-03,2021-12-31,3744.58,Standard,Zero Income,119,Active
12502,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Bachelor,41479.0,Married,Star,2019-03-10,2021-12-31,3746.75,Standard,Non-Zero Income,1027,Active
12503,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Bachelor,41479.0,Married,Star,2018-06-19,2021-12-31,3746.75,Standard,Non-Zero Income,1291,Active
12504,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Bachelor,41479.0,Married,Star,2015-09-25,2021-12-31,3746.75,Standard,Non-Zero Income,2289,Active
12505,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Star,2015-11-19,2021-12-31,3747.06,Standard,Zero Income,2234,Active
12506,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,College,0.0,Divorced,Star,2020-03-14,2021-12-31,3748.14,Standard,Zero Income,657,Active
12507,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,82189.0,Divorced,Star,2018-08-29,2021-05-19,3748.99,Standard,Non-Zero Income,994,Inactive
12508,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,82189.0,Divorced,Star,2019-12-04,2021-12-31,3748.99,2021 Promotion,Non-Zero Income,758,Active
12509,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,34624.0,Married,Star,2019-01-26,2021-12-31,3755.26,Standard,Non-Zero Income,1070,Active
12510,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,58300.0,Married,Star,2018-05-13,2021-12-31,3758.95,Standard,Non-Zero Income,1328,Active
12511,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Bachelor,92600.0,Single,Star,2017-04-07,2021-12-31,3764.47,Standard,Non-Zero Income,1729,Active
12512,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,High School or Below,22439.0,Married,Star,2019-03-23,2021-12-31,3766.37,Standard,Non-Zero Income,1014,Active
12513,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,43412.0,Married,Star,2018-01-21,2021-12-31,3768.09,Standard,Non-Zero Income,1440,Active
12514,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Married,Star,2015-07-06,2021-12-31,3771.62,Standard,Zero Income,2370,Active
12515,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Married,Star,2015-08-15,2021-12-31,3771.62,Standard,Zero Income,2330,Active
12516,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,66457.0,Married,Star,2017-08-24,2021-12-31,3774.86,Standard,Non-Zero Income,1590,Active
12517,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,68727.0,Married,Star,2021-09-29,2021-12-31,3776.67,Standard,Non-Zero Income,93,Active
12518,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,57647.0,Married,Star,2016-04-08,2021-12-31,3781.45,Standard,Non-Zero Income,2093,Active
12519,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Single,Star,2021-02-09,2021-12-31,3788.81,2021 Promotion,Zero Income,325,Active
12520,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,Bachelor,66169.0,Married,Star,2020-02-19,2021-12-31,3790.19,Standard,Non-Zero Income,681,Active
12521,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,41212.0,Married,Star,2020-07-11,2021-12-31,3791.55,Standard,Non-Zero Income,538,Active
12522,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Master,19794.0,Married,Star,2019-08-22,2020-11-06,3794.96,Standard,Non-Zero Income,442,Inactive
12523,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,High School or Below,20325.0,Married,Star,2017-03-17,2021-12-31,3803.92,Standard,Non-Zero Income,1750,Active
12524,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,94903.0,Married,Star,2018-07-17,2021-12-31,3808.12,Standard,Non-Zero Income,1263,Active
12525,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,94903.0,Married,Star,2015-07-27,2021-12-31,3808.12,Standard,Non-Zero Income,2349,Active
12526,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,94903.0,Married,Star,2017-12-04,2021-12-31,3808.12,Standard,Non-Zero Income,1488,Active
12527,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,94903.0,Married,Star,2021-01-20,2021-12-31,3808.12,Standard,Non-Zero Income,345,Active
12528,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,94903.0,Married,Star,2017-08-17,2021-12-31,3808.12,Standard,Non-Zero Income,1597,Active
12529,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Bachelor,94903.0,Married,Star,2015-11-04,2021-12-31,3808.12,Standard,Non-Zero Income,2249,Active
12530,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,94903.0,Married,Star,2021-11-24,2021-12-31,3808.12,Standard,Non-Zero Income,37,Active
12531,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Bachelor,94903.0,Married,Star,2021-01-19,2021-12-31,3808.12,Standard,Non-Zero Income,346,Active
12532,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,Bachelor,94903.0,Married,Star,2016-08-12,2021-12-31,3808.12,2021 Promotion,Non-Zero Income,1967,Active
12533,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Doctor,23540.0,Married,Star,2016-02-15,2021-12-31,3815.32,Standard,Non-Zero Income,2146,Active
12534,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Doctor,23540.0,Married,Star,2019-12-01,2021-12-31,3815.32,Standard,Non-Zero Income,761,Active
12535,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,82414.0,Divorced,Star,2020-03-30,2020-11-30,3816.41,Standard,Non-Zero Income,245,Inactive
12536,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,82414.0,Divorced,Star,2017-06-13,2021-12-31,3816.41,Standard,Non-Zero Income,1662,Active
12538,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,25221.0,Married,Star,2016-05-28,2016-09-11,3818.47,Standard,Non-Zero Income,106,Inactive
12539,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Single,Star,2018-10-20,2021-12-31,3819.62,Standard,Zero Income,1168,Active
12540,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,79189.0,Married,Star,2019-04-30,2021-12-31,3821.82,Standard,Non-Zero Income,976,Active
12541,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Single,Star,2015-05-15,2021-12-31,3823.85,Standard,Zero Income,2422,Active
12542,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,74775.0,Divorced,Star,2019-08-23,2021-12-31,3829.09,Standard,Non-Zero Income,861,Active
12543,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Doctor,19240.0,Married,Star,2019-09-01,2021-12-31,3829.28,Standard,Non-Zero Income,852,Active
12544,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,Doctor,19240.0,Married,Star,2017-06-12,2021-12-31,3829.28,Standard,Non-Zero Income,1663,Active
12545,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,97729.0,Married,Star,2021-04-12,2021-12-12,3832.9,2021 Promotion,Non-Zero Income,244,Inactive
12546,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Divorced,Star,2016-01-17,2021-12-31,3833.07,Standard,Zero Income,2175,Active
12547,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,41341.0,Single,Star,2020-10-24,2021-12-31,3834.74,Standard,Non-Zero Income,433,Active
12548,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,College,0.0,Divorced,Star,2018-09-27,2021-12-31,3839.61,Standard,Zero Income,1191,Active
12549,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,97832.0,Married,Star,2019-04-07,2019-12-07,3842.79,Standard,Non-Zero Income,244,Inactive
12550,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,43987.0,Married,Star,2019-01-29,2021-12-31,3843.97,Standard,Non-Zero Income,1067,Active
12551,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,26262.0,Married,Star,2016-10-17,2021-12-31,3844.57,Standard,Non-Zero Income,1901,Active
12552,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,23459.0,Married,Star,2021-02-10,2021-12-31,3847.35,2021 Promotion,Non-Zero Income,324,Active
12553,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Single,Star,2017-03-19,2021-12-31,3852.43,Standard,Zero Income,1748,Active
12554,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,College,0.0,Single,Star,2020-01-16,2021-12-31,3853.47,Standard,Zero Income,715,Active
12555,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,College,0.0,Single,Star,2019-05-19,2020-07-03,3853.47,Standard,Zero Income,411,Inactive
12556,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Single,Star,2015-07-12,2021-12-31,3857.77,Standard,Zero Income,2364,Active
12557,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Star,2020-05-16,2021-12-31,3857.95,Standard,Zero Income,594,Active
12558,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Married,Star,2021-05-22,2021-12-31,3858.87,Standard,Zero Income,223,Active
12559,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Married,Star,2021-05-05,2021-12-31,3858.87,Standard,Zero Income,240,Active
12560,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,93272.0,Married,Star,2015-12-25,2021-12-31,3861.49,Standard,Non-Zero Income,2198,Active
12561,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,93272.0,Married,Star,2015-12-23,2021-12-31,3861.49,Standard,Non-Zero Income,2200,Active
12562,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,93272.0,Married,Star,2021-02-25,2021-10-25,3861.49,2021 Promotion,Non-Zero Income,242,Inactive
12563,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,93272.0,Married,Star,2019-05-18,2021-12-31,3861.49,Standard,Non-Zero Income,958,Active
12564,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Bachelor,24204.0,Married,Star,2017-11-16,2021-12-31,3864.78,Standard,Non-Zero Income,1506,Active
12565,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Star,2017-01-27,2021-12-31,3870.36,Standard,Zero Income,1799,Active
12566,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,College,0.0,Single,Star,2020-06-26,2021-12-31,3871.07,Standard,Zero Income,553,Active
12567,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,College,0.0,Single,Star,2016-11-21,2021-12-31,3871.78,Standard,Zero Income,1866,Active
12568,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Star,2021-02-17,2021-12-31,3871.78,2021 Promotion,Zero Income,317,Active
12569,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Master,28142.0,Married,Star,2021-02-04,2021-04-17,3873.65,2021 Promotion,Non-Zero Income,72,Inactive
12570,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Master,28142.0,Married,Star,2016-09-10,2021-12-31,3873.65,Standard,Non-Zero Income,1938,Active
12571,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Master,28142.0,Married,Star,2021-07-05,2021-12-31,3873.65,Standard,Non-Zero Income,179,Active
12572,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Master,28142.0,Married,Star,2016-02-27,2021-12-31,3873.65,2021 Promotion,Non-Zero Income,2134,Active
12573,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Master,28142.0,Married,Star,2016-02-16,2021-12-31,3873.65,Standard,Non-Zero Income,2145,Active
12574,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Master,28142.0,Married,Star,2018-01-07,2021-12-31,3873.65,Standard,Non-Zero Income,1454,Active
12576,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,College,0.0,Single,Star,2020-03-23,2021-12-31,3875.54,Standard,Zero Income,648,Active
12577,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Married,Star,2016-08-15,2021-12-31,3883.4,Standard,Zero Income,1964,Active
12578,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Single,Star,2016-10-24,2021-12-31,3884.86,Standard,Zero Income,1894,Active
12579,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,College,0.0,Single,Star,2021-05-13,2021-12-31,3884.86,Standard,Zero Income,232,Active
12580,Alberta,Banff,51.178398,-115.5708,T4V 1D4,College,0.0,Married,Star,2019-04-29,2020-12-12,3885.46,Standard,Zero Income,593,Inactive
12581,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,College,0.0,Married,Star,2016-01-23,2017-07-27,3885.46,Standard,Zero Income,551,Inactive
12582,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,College,0.0,Married,Star,2019-02-25,2021-12-31,3885.46,Standard,Zero Income,1040,Active
12583,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,College,0.0,Single,Star,2018-01-02,2021-12-31,3886.5,Standard,Zero Income,1459,Active
12584,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,College,0.0,Married,Star,2015-08-23,2021-12-31,3891.58,Standard,Zero Income,2322,Active
12585,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,59578.0,Married,Star,2021-12-17,2021-12-31,3894.62,Standard,Non-Zero Income,14,Active
12586,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,52361.0,Single,Star,2019-02-14,2021-12-31,3895.03,Standard,Non-Zero Income,1051,Active
12588,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,35970.0,Divorced,Star,2020-02-25,2021-12-31,3895.96,Standard,Non-Zero Income,675,Active
12589,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,High School or Below,10853.0,Married,Star,2021-01-13,2021-12-31,3896.57,Standard,Non-Zero Income,352,Active
12590,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,40361.0,Married,Star,2020-10-06,2021-12-31,3909.64,Standard,Non-Zero Income,451,Active
12591,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,58713.0,Married,Star,2019-01-31,2019-09-30,3910.7,Standard,Non-Zero Income,242,Inactive
12592,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,30821.0,Married,Star,2019-04-04,2021-12-31,3911.12,Standard,Non-Zero Income,1002,Active
12593,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Star,2019-12-07,2021-12-31,3915.8,Standard,Zero Income,755,Active
12594,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,66676.0,Married,Star,2020-05-16,2021-12-31,3919.37,Standard,Non-Zero Income,594,Active
12595,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Bachelor,66676.0,Married,Star,2020-04-30,2021-12-31,3919.37,Standard,Non-Zero Income,610,Active
12596,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Married,Star,2015-06-06,2021-12-31,3920.51,Standard,Zero Income,2400,Active
12597,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Star,2017-01-18,2017-06-03,3923.27,Standard,Zero Income,136,Inactive
12598,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,25927.0,Single,Star,2019-06-17,2021-12-31,3933.81,Standard,Non-Zero Income,928,Active
12599,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,25927.0,Single,Star,2015-05-23,2021-12-31,3933.81,Standard,Non-Zero Income,2414,Active
12600,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Bachelor,25927.0,Single,Star,2015-12-23,2021-12-31,3933.81,Standard,Non-Zero Income,2200,Active
12601,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,25927.0,Single,Star,2020-03-02,2021-12-31,3933.81,Standard,Non-Zero Income,669,Active
12602,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Bachelor,25927.0,Single,Star,2020-07-31,2021-12-31,3933.81,Standard,Non-Zero Income,518,Active
12603,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,25927.0,Single,Star,2020-11-06,2021-07-06,3933.81,Standard,Non-Zero Income,242,Inactive
12604,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,60021.0,Married,Star,2017-03-04,2021-12-31,3939.01,Standard,Non-Zero Income,1763,Active
12605,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,60021.0,Married,Star,2015-05-25,2021-12-31,3939.01,Standard,Non-Zero Income,2412,Active
12606,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,92539.0,Single,Star,2015-06-08,2021-12-31,3940.12,Standard,Non-Zero Income,2398,Active
12607,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,65404.0,Married,Star,2021-04-21,2021-12-31,3942.73,2021 Promotion,Non-Zero Income,254,Active
12608,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Bachelor,38820.0,Married,Star,2021-05-12,2019-01-12,3942.92,Standard,Non-Zero Income,-851,Inactive
12609,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Bachelor,38820.0,Married,Star,2019-12-17,2021-12-31,3942.92,Standard,Non-Zero Income,745,Active
12610,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,33282.0,Married,Star,2015-05-19,2021-12-31,3944.23,Standard,Non-Zero Income,2418,Active
12611,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,High School or Below,28855.0,Married,Star,2018-09-12,2021-12-31,3945.24,Standard,Non-Zero Income,1206,Active
12612,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Star,2017-09-18,2021-12-31,3945.59,Standard,Zero Income,1565,Active
12613,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,College,0.0,Single,Star,2015-09-07,2021-12-31,3946.37,Standard,Zero Income,2307,Active
12614,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Doctor,18375.0,Married,Star,2019-02-20,2021-12-31,3954.34,Standard,Non-Zero Income,1045,Active
12615,Alberta,Banff,51.178398,-115.5708,T4V 1D4,College,0.0,Married,Star,2016-06-30,2021-12-31,3958.0,Standard,Zero Income,2010,Active
12616,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Star,2021-07-24,2021-12-31,3961.59,Standard,Zero Income,160,Active
12617,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,88701.0,Married,Star,2019-02-18,2021-12-31,3963.39,Standard,Non-Zero Income,1047,Active
12618,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,Doctor,23474.0,Divorced,Star,2020-07-27,2021-12-31,3964.15,Standard,Non-Zero Income,522,Active
12619,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,High School or Below,14616.0,Married,Star,2015-06-29,2021-12-31,3964.53,Standard,Non-Zero Income,2377,Active
12620,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,88410.0,Single,Star,2021-08-25,2021-12-31,3964.81,Standard,Non-Zero Income,128,Active
